dim,multigrid_converged,multigrid_time,multigrid_iterations,standard_converged,standard_time,standard_iterations,relaxed_converged,relaxed_time,relaxed_iterations
16,1,18.439027070999146,17,1,0.07966470718383789,500,1,0.11068463325500488,600
32,1,0.138291597366333,18,1,0.1388416290283203,1700,1,0.2341904640197754,2100
64,1,0.16875052452087402,19,1,0.3585817813873291,6800,1,6.079366207122803,8400
128,1,0.19566559791564941,19,1,1.200526237487793,27100,1,2.605163335800171,33400
256,1,0.2517108917236328,20,1,12.066606760025024,108300,1,24.035101890563965,133400
512,1,0.36153244972229004,20,1,168.64733839035034,433100,0,322.7382297515869,499999
1024,1,0.9630730152130127,20,0,0.0,0,0,0.0,0
2048,1,3.329704523086548,20,0,0.0,0,0,0.0,0
16,1,0.10589194297790527,17,1,0.06366133689880371,500,1,0.09073925018310547,600
32,1,0.13904285430908203,18,1,0.1393122673034668,1700,1,0.23123455047607422,2100
64,1,0.16759443283081055,19,1,0.35979223251342773,6800,1,0.7168867588043213,8400
128,1,0.20682835578918457,19,1,1.238008975982666,27100,1,2.5777933597564697,33400
256,1,0.24883508682250977,20,1,12.069522380828857,108300,1,24.038973093032837,133400
512,1,0.37115001678466797,20,1,168.65154099464417,433100,0,322.7071113586426,499999
1024,1,0.9494647979736328,20,0,0.0,0,0,0.0,0
2048,1,3.3371927738189697,20,0,0.0,0,0,0.0,0
16,1,0.09911251068115234,17,1,0.06461310386657715,500,1,0.09126853942871094,600
32,1,0.13874602317810059,18,1,0.13863778114318848,1700,1,0.23252487182617188,2100
64,1,0.21289777755737305,19,1,0.37908267974853516,6800,1,0.7272121906280518,8400
128,1,0.17965388298034668,19,1,1.188507080078125,27100,1,2.56777286529541,33400
256,1,0.23242783546447754,20,1,11.9910306930542,108300,1,24.04702663421631,133400
512,1,0.3617837429046631,20,1,168.6256775856018,433100,0,322.706707239151,499999
1024,1,0.9672858715057373,20,0,0.0,0,0,0.0,0
2048,1,3.336454391479492,20,0,0.0,0,0,0.0,0
16,1,0.10709643363952637,17,1,0.06325173377990723,500,1,0.09076476097106934,600
32,1,0.1365959644317627,18,1,0.13754534721374512,1700,1,0.2310168743133545,2100
64,1,0.16936588287353516,19,1,0.36545228958129883,6800,1,0.7103400230407715,8400
128,1,0.1966085433959961,19,1,1.194636583328247,27100,1,2.578711748123169,33400
256,1,0.23450136184692383,20,1,11.981268405914307,108300,1,24.03852915763855,133400
512,1,0.3660852909088135,20,1,168.62614250183105,433100,0,321.98479747772217,499999
1024,1,0.948988676071167,20,0,0.0,0,0,0.0,0
2048,1,3.3292436599731445,20,0,0.0,0,0,0.0,0
16,1,0.09845995903015137,17,1,0.06322550773620605,500,1,0.09029006958007812,600
32,1,0.14183807373046875,18,1,0.13836884498596191,1700,1,0.23246216773986816,2100
64,1,0.16574311256408691,19,1,0.3596491813659668,6800,1,0.70249342918396,8400
128,1,0.19813966751098633,19,1,1.2074463367462158,27100,1,2.6275794506073,33400
256,1,0.23419785499572754,20,1,11.988818407058716,108300,1,24.037004709243774,133400
512,1,0.3538353443145752,20,1,168.6546425819397,433100,0,322.02592635154724,499999
1024,1,0.9684815406799316,20,0,0.0,0,0,0.0,0
2048,1,3.341844081878662,20,0,0.0,0,0,0.0,0
