dim,multigrid_converged,multigrid_time,multigrid_iterations,standard_converged,standard_time,standard_iterations,relaxed_converged,relaxed_time,relaxed_iterations
16,1,9.599624156951904,10,1,18.042662382125854,200,1,0.04748201370239258,300
32,1,0.12565302848815918,11,1,0.05127716064453125,800,1,0.09886980056762695,1000
64,1,0.13865423202514648,11,1,0.15265107154846191,3200,1,0.32480335235595703,4000
128,1,0.18389511108398438,11,1,0.549673318862915,12800,1,1.2031126022338867,15700
256,1,0.2184908390045166,11,1,5.619064569473267,50900,1,11.264562845230103,62700
512,1,0.2859642505645752,11,1,79.2117326259613,203400,1,161.650554895401,250800
1024,1,0.5330393314361572,11,0,0.0,0,0,0.0,0
2048,1,1.3989620208740234,11,0,0.0,0,0,0.0,0
16,1,0.08695054054260254,10,1,0.026170730590820312,200,1,0.0450899600982666,300
32,1,0.12564516067504883,11,1,0.051511287689208984,800,1,0.09909605979919434,1000
64,1,0.14864706993103027,11,1,0.151320219039917,3200,1,0.32532477378845215,4000
128,1,0.162750244140625,11,1,0.5533623695373535,12800,1,1.211268663406372,15700
256,1,0.21670866012573242,11,1,5.633596420288086,50900,1,11.26569128036499,62700
512,1,0.2742009162902832,11,1,79.19065308570862,203400,1,161.68399667739868,250800
1024,1,0.5392825603485107,11,0,0.0,0,0,0.0,0
2048,1,1.376319169998169,11,0,0.0,0,0,0.0,0
16,1,0.09925150871276855,10,1,0.02622222900390625,200,1,0.045220136642456055,300
32,1,0.11893534660339355,11,1,0.05085897445678711,800,1,0.09752821922302246,1000
64,1,0.14134454727172852,11,1,0.15070557594299316,3200,1,0.3247716426849365,4000
128,1,0.18607521057128906,11,1,0.5493016242980957,12800,1,1.2015204429626465,15700
256,1,0.21739578247070312,11,1,5.64549994468689,50900,1,11.26511025428772,62700
512,1,0.27547430992126465,11,1,79.17368817329407,203400,1,161.98990750312805,250800
1024,1,0.49907755851745605,11,0,0.0,0,0,0.0,0
2048,1,1.38987398147583,11,0,0.0,0,0,0.0,0
16,1,0.09748601913452148,10,1,0.026168346405029297,200,1,0.045850515365600586,300
32,1,0.11142754554748535,11,1,0.05075693130493164,800,1,0.09872984886169434,1000
64,1,0.15216064453125,11,1,0.15057158470153809,3200,1,0.3255646228790283,4000
128,1,0.1648554801940918,11,1,0.5477817058563232,12800,1,1.1891546249389648,15700
256,1,0.21784663200378418,11,1,5.628804683685303,50900,1,11.263695240020752,62700
512,1,0.2804872989654541,11,1,79.19606471061707,203400,1,161.6812219619751,250800
1024,1,0.5308628082275391,11,0,0.0,0,0,0.0,0
2048,1,1.3944978713989258,11,0,0.0,0,0,0.0,0
16,1,0.09771370887756348,10,1,0.026009321212768555,200,1,0.044992685317993164,300
32,1,0.11309623718261719,11,1,0.05148887634277344,800,1,0.09937405586242676,1000
64,1,0.15338826179504395,11,1,0.15209507942199707,3200,1,0.3258540630340576,4000
128,1,0.17709970474243164,11,1,0.5552330017089844,12800,1,1.2036755084991455,15700
256,1,0.2085280418395996,11,1,5.635435104370117,50900,1,11.26585841178894,62700
512,1,0.26540303230285645,11,1,79.18486857414246,203400,1,161.6929771900177,250800
1024,1,0.5364913940429688,11,0,0.0,0,0,0.0,0
2048,1,1.3672499656677246,11,0,0.0,0,0,0.0,0
