dim,multigrid_converged,multigrid_time,multigrid_iterations,standard_converged,standard_time,standard_iterations,relaxed_converged,relaxed_time,relaxed_iterations
16,1,23.304946899414062,18,1,0.07573342323303223,400,1,0.10268783569335938,500
32,1,0.14124703407287598,19,1,0.13393092155456543,1600,1,0.2159111499786377,1900
64,1,0.15955901145935059,20,1,0.3320465087890625,6100,1,0.6250438690185547,7500
128,1,0.20658183097839355,21,1,1.0774977207183838,24400,1,2.313493251800537,30000
256,1,0.25608181953430176,21,1,10.813096284866333,97400,1,21.625261545181274,120000
512,1,0.37909698486328125,21,1,151.69368886947632,389500,1,309.88296818733215,480000
1024,1,1.003544807434082,21,0,0.0,0,0,0.0,0
2048,1,3.492990016937256,21,0,0.0,0,0,0.0,0
16,1,0.11222410202026367,18,1,0.058933258056640625,400,1,0.08290314674377441,500
32,1,0.13965678215026855,19,1,0.13439559936523438,1600,1,0.21569561958312988,1900
64,1,0.15877342224121094,20,1,0.3310248851776123,6100,1,0.6256654262542725,7500
128,1,0.20616793632507324,21,1,1.0858309268951416,24400,1,2.333125114440918,30000
256,1,0.25517892837524414,21,1,10.81329607963562,97400,1,21.632458448410034,120000
512,1,0.3757658004760742,21,1,151.67234539985657,389500,1,309.151629447937,480000
1024,1,0.9951298236846924,21,0,0.0,0,0,0.0,0
2048,1,3.4920318126678467,21,0,0.0,0,0,0.0,0
16,1,0.11000370979309082,18,1,0.05913209915161133,400,1,0.08334207534790039,500
32,1,0.12953758239746094,19,1,0.13322949409484863,1600,1,0.21598196029663086,1900
64,1,0.1745290756225586,20,1,0.33178091049194336,6100,1,0.6384685039520264,7500
128,1,0.2044539451599121,21,1,1.0791029930114746,24400,1,2.3278164863586426,30000
256,1,0.25372791290283203,21,1,10.788564443588257,97400,1,21.63681387901306,120000
512,1,0.3754103183746338,21,1,151.67927813529968,389500,1,309.8162908554077,480000
1024,1,1.0077147483825684,21,0,0.0,0,0,0.0,0
2048,1,3.4796996116638184,21,0,0.0,0,0,0.0,0
16,1,0.11159205436706543,18,1,0.05994415283203125,400,1,0.08426499366760254,500
32,1,0.1400008201599121,19,1,0.13376426696777344,1600,1,0.21630239486694336,1900
64,1,0.15845608711242676,20,1,0.32861781120300293,6100,1,0.6292729377746582,7500
128,1,0.20595479011535645,21,1,1.0772285461425781,24400,1,2.3393843173980713,30000
256,1,0.2567722797393799,21,1,10.812955379486084,97400,1,21.62105965614319,120000
512,1,0.378633975982666,21,1,151.69000577926636,389500,1,309.17249965667725,480000
1024,1,1.009268045425415,21,0,0.0,0,0,0.0,0
2048,1,3.4908111095428467,21,0,0.0,0,0,0.0,0
16,1,0.1093745231628418,18,1,0.059136390686035156,400,1,0.08327341079711914,500
32,1,0.14272260665893555,19,1,0.13357949256896973,1600,1,0.21635651588439941,1900
64,1,0.17449045181274414,20,1,0.33013439178466797,6100,1,0.6262075901031494,7500
128,1,0.20483016967773438,21,1,1.0783169269561768,24400,1,2.324348211288452,30000
256,1,0.2550816535949707,21,1,10.808414936065674,97400,1,21.647008657455444,120000
512,1,0.37418484687805176,21,1,151.64999628067017,389500,1,309.14924216270447,480000
1024,1,0.9931721687316895,21,0,0.0,0,0,0.0,0
2048,1,3.479860544204712,21,0,0.0,0,0,0.0,0
