dim,multigrid_converged,multigrid_time,multigrid_iterations,standard_converged,standard_time,standard_iterations,relaxed_converged,relaxed_time,relaxed_iterations
16,1,18.76800227165222,6,1,0.06872820854187012,200,1,0.08124828338623047,200
32,1,0.09386658668518066,7,1,0.0974581241607666,700,1,0.13476109504699707,800
64,1,0.11021971702575684,7,1,0.18735003471374512,2600,1,5.645309209823608,3300
128,1,0.12265467643737793,6,1,0.5019690990447998,10500,1,1.040757179260254,12900
256,1,0.14531278610229492,6,1,4.719455242156982,41700,1,9.32597303390503,51400
512,1,0.19191598892211914,6,1,64.99073624610901,166700,1,132.7187626361847,205500
1024,1,0.39597392082214355,6,0,0.0,0,0,0.0,0
2048,1,1.176785945892334,6,0,0.0,0,0,0.0,0
16,1,0.07257294654846191,6,1,0.05148458480834961,200,1,0.061081647872924805,200
32,1,0.08974766731262207,7,1,0.09845209121704102,700,1,0.13623666763305664,800
64,1,0.10436439514160156,7,1,0.18578767776489258,2600,1,0.31032562255859375,3300
128,1,0.12166428565979004,6,1,0.505516529083252,10500,1,1.0515689849853516,12900
256,1,0.14509892463684082,6,1,4.69303297996521,41700,1,9.326467037200928,51400
512,1,0.19135761260986328,6,1,64.99148106575012,166700,1,132.71159052848816,205500
1024,1,0.3963475227355957,6,0,0.0,0,0,0.0,0
2048,1,1.166940689086914,6,0,0.0,0,0,0.0,0
16,1,0.07246088981628418,6,1,0.05164766311645508,200,1,0.06124305725097656,200
32,1,0.09234857559204102,7,1,0.09593033790588379,700,1,0.13402628898620605,800
64,1,0.11074304580688477,7,1,0.1865551471710205,2600,1,0.31627535820007324,3300
128,1,0.12227368354797363,6,1,0.5038683414459229,10500,1,1.0416088104248047,12900
256,1,0.13932275772094727,6,1,4.702301979064941,41700,1,9.323068857192993,51400
512,1,0.19397544860839844,6,1,65.00251460075378,166700,1,132.46041917800903,205500
1024,1,0.40476417541503906,6,0,0.0,0,0,0.0,0
2048,1,1.163893222808838,6,0,0.0,0,0,0.0,0
16,1,0.06836748123168945,6,1,0.050847530364990234,200,1,0.06033587455749512,200
32,1,0.08821821212768555,7,1,0.09669876098632812,700,1,0.13421177864074707,800
64,1,0.10509014129638672,7,1,0.18834447860717773,2600,1,0.31695055961608887,3300
128,1,0.12186217308044434,6,1,0.5002880096435547,10500,1,1.0335686206817627,12900
256,1,0.13967037200927734,6,1,4.705967903137207,41700,1,9.326255559921265,51400
512,1,0.1930086612701416,6,1,64.9808042049408,166700,1,132.7025191783905,205500
1024,1,0.40413403511047363,6,0,0.0,0,0,0.0,0
2048,1,1.185072660446167,6,0,0.0,0,0,0.0,0
16,1,0.07236409187316895,6,1,0.05102825164794922,200,1,0.060701847076416016,200
32,1,0.09385561943054199,7,1,0.09805798530578613,700,1,0.13599872589111328,800
64,1,0.10926413536071777,7,1,0.18650102615356445,2600,1,0.3104066848754883,3300
128,1,0.12128734588623047,6,1,0.502030611038208,10500,1,1.0306956768035889,12900
256,1,0.1454007625579834,6,1,4.712602853775024,41700,1,9.325560569763184,51400
512,1,0.19273781776428223,6,1,64.97371816635132,166700,1,132.43411493301392,205500
1024,1,0.4103405475616455,6,0,0.0,0,0,0.0,0
2048,1,1.1845448017120361,6,0,0.0,0,0,0.0,0
