dim,multigrid_converged,multigrid_time,multigrid_iterations,standard_converged,standard_time,standard_iterations,relaxed_converged,relaxed_time,relaxed_iterations
16,1,0.08226728439331055,11,1,0.05102729797363281,200,1,0.06825947761535645,300
32,1,0.1128087043762207,12,1,0.10053801536560059,800,1,0.14195990562438965,900
64,1,0.1329500675201416,12,1,0.19785022735595703,2900,1,0.32297182083129883,3500
128,1,0.15702581405639648,12,1,0.5311696529388428,11300,1,1.1082487106323242,13900
256,1,0.17849969863891602,12,1,5.08875036239624,45100,1,10.105705261230469,55600
512,1,0.26752662658691406,12,1,70.26294994354248,180300,1,143.37294054031372,222500
1024,1,0.6496961116790771,12,0,0.0,0,0,0.0,0
2048,1,2.100267171859741,12,0,0.0,0,0,0.0,0
16,1,0.0880897045135498,11,1,0.051201581954956055,200,1,0.06847023963928223,300
32,1,0.1128225326538086,12,1,0.10175418853759766,800,1,0.14210200309753418,900
64,1,0.12627959251403809,12,1,0.1996150016784668,2900,1,0.3272879123687744,3500
128,1,0.15504813194274902,12,1,0.533423900604248,11300,1,1.1018147468566895,13900
256,1,0.18876075744628906,12,1,5.080604076385498,45100,1,10.077850103378296,55600
512,1,0.2668008804321289,12,1,70.29492807388306,180300,1,143.3878948688507,222500
1024,1,0.647071123123169,12,0,0.0,0,0,0.0,0
2048,1,2.1085081100463867,12,0,0.0,0,0,0.0,0
16,1,0.08125519752502441,11,1,0.050838470458984375,200,1,0.06753659248352051,300
32,1,0.10559654235839844,12,1,0.10108375549316406,800,1,0.14365530014038086,900
64,1,0.1330733299255371,12,1,0.19751214981079102,2900,1,0.3274049758911133,3500
128,1,0.15616250038146973,12,1,0.5814366340637207,11300,1,1.2057673931121826,13900
256,1,0.19154906272888184,12,1,5.068255186080933,45100,1,10.077553510665894,55600
512,1,0.2609827518463135,12,1,70.26130843162537,180300,1,143.3709328174591,222500
1024,1,0.6478357315063477,12,0,0.0,0,0,0.0,0
2048,1,2.104462146759033,12,0,0.0,0,0,0.0,0
16,1,0.08878684043884277,11,1,0.05100584030151367,200,1,0.06858348846435547,300
32,1,0.1130063533782959,12,1,0.10296630859375,800,1,0.14325809478759766,900
64,1,0.13609099388122559,12,1,0.20302271842956543,2900,1,0.33168959617614746,3500
128,1,0.15592598915100098,12,1,0.5321612358093262,11300,1,1.1039307117462158,13900
256,1,0.1835188865661621,12,1,5.066604375839233,45100,1,10.081175565719604,55600
512,1,0.2657463550567627,12,1,70.26313424110413,180300,1,143.67357349395752,222500
1024,1,0.6322276592254639,12,0,0.0,0,0,0.0,0
2048,1,2.1028130054473877,12,0,0.0,0,0,0.0,0
16,1,0.08778071403503418,11,1,0.05085325241088867,200,1,0.06775498390197754,300
32,1,0.11186337471008301,12,1,0.1002047061920166,800,1,0.15131306648254395,900
64,1,0.12625384330749512,12,1,0.19821882247924805,2900,1,0.32428979873657227,3500
128,1,0.1557304859161377,12,1,0.532315731048584,11300,1,1.1019656658172607,13900
256,1,0.19884967803955078,12,1,5.083750247955322,45100,1,10.075609683990479,55600
512,1,0.2694547176361084,12,1,70.26480674743652,180300,1,143.36468648910522,222500
1024,1,0.649500846862793,12,0,0.0,0,0,0.0,0
2048,1,2.0897932052612305,12,0,0.0,0,0,0.0,0
