dim,multigrid_converged,multigrid_time,multigrid_iterations,standard_converged,standard_time,standard_iterations,relaxed_converged,relaxed_time,relaxed_iterations
16,1,18.855942964553833,19,1,0.07521390914916992,400,1,0.10284090042114258,500
32,1,0.1490485668182373,21,1,0.12505102157592773,1400,1,0.20287704467773438,1700
64,1,0.17650365829467773,21,1,0.3036327362060547,5500,1,5.9529876708984375,6700
128,1,0.21166610717773438,22,1,0.968801736831665,21700,1,2.0879664421081543,26700
256,1,0.26094985008239746,22,1,9.61027216911316,86500,1,19.25811219215393,106600
512,1,0.3875105381011963,22,1,134.7310185432434,345900,1,274.74952936172485,426500
1024,1,1.044877290725708,22,0,0.0,0,0,0.0,0
2048,1,3.6377625465393066,22,0,0.0,0,0,0.0,0
16,1,0.1136629581451416,19,1,0.05935192108154297,400,1,0.08327436447143555,500
32,1,0.1499180793762207,21,1,0.1263282299041748,1400,1,0.20168328285217285,1700
64,1,0.1762523651123047,21,1,0.30727243423461914,5500,1,0.568228006362915,6700
128,1,0.21089839935302734,22,1,0.9648914337158203,21700,1,2.0732288360595703,26700
256,1,0.24455642700195312,22,1,9.588565826416016,86500,1,19.2229266166687,106600
512,1,0.3891105651855469,22,1,134.71002960205078,345900,1,274.6988024711609,426500
1024,1,1.0306313037872314,22,0,0.0,0,0,0.0,0
2048,1,3.6497201919555664,22,0,0.0,0,0,0.0,0
16,1,0.11297965049743652,19,1,0.05908703804016113,400,1,0.0821998119354248,500
32,1,0.14821267127990723,21,1,0.1251840591430664,1400,1,0.20282244682312012,1700
64,1,0.17894291877746582,21,1,0.30776429176330566,5500,1,0.5700666904449463,6700
128,1,0.19396400451660156,22,1,0.9583041667938232,21700,1,2.061547040939331,26700
256,1,0.2586052417755127,22,1,9.585875034332275,86500,1,19.23015809059143,106600
512,1,0.38720273971557617,22,1,134.7045819759369,345900,1,274.72539925575256,426500
1024,1,1.041262149810791,22,0,0.0,0,0,0.0,0
2048,1,3.6353566646575928,22,0,0.0,0,0,0.0,0
16,1,0.11318540573120117,19,1,0.05947399139404297,400,1,0.08307409286499023,500
32,1,0.1499936580657959,21,1,0.12672209739685059,1400,1,0.2023603916168213,1700
64,1,0.17503094673156738,21,1,0.30461645126342773,5500,1,0.5630590915679932,6700
128,1,0.21402931213378906,22,1,0.9616992473602295,21700,1,2.1039204597473145,26700
256,1,0.2575206756591797,22,1,9.58420181274414,86500,1,19.226611375808716,106600
512,1,0.3930976390838623,22,1,134.69851541519165,345900,1,274.7215909957886,426500
1024,1,1.0490272045135498,22,0,0.0,0,0,0.0,0
2048,1,3.651078939437866,22,0,0.0,0,0,0.0,0
16,1,0.11322522163391113,19,1,0.05938243865966797,400,1,0.08339118957519531,500
32,1,0.14806699752807617,21,1,0.12516427040100098,1400,1,0.20174050331115723,1700
64,1,0.1795060634613037,21,1,0.30937623977661133,5500,1,0.5746152400970459,6700
128,1,0.21072673797607422,22,1,0.9693338871002197,21700,1,2.0622456073760986,26700
256,1,0.2562448978424072,22,1,9.620929479598999,86500,1,19.227747440338135,106600
512,1,0.39071106910705566,22,1,134.71258664131165,345900,1,274.70467472076416,426500
1024,1,1.0433611869812012,22,0,0.0,0,0,0.0,0
2048,1,3.6400997638702393,22,0,0.0,0,0,0.0,0
