dim,multigrid_converged,multigrid_time,multigrid_iterations,standard_converged,standard_time,standard_iterations,relaxed_converged,relaxed_time,relaxed_iterations
16,1,9.687397956848145,8,1,18.281258821487427,200,1,0.039255380630493164,200
32,1,0.1055746078491211,8,1,0.03885221481323242,500,1,0.06816911697387695,600
64,1,0.14567780494689941,8,1,0.10134005546569824,2000,1,0.20374345779418945,2400
128,1,0.18234658241271973,8,1,0.36959052085876465,7700,1,0.788837194442749,9500
256,1,0.19681954383850098,8,1,3.4333081245422363,30800,1,6.839850187301636,38000
512,1,0.2583308219909668,8,1,47.93715262413025,123100,1,98.01584124565125,151900
1024,1,0.4572336673736572,8,0,0.0,0,0,0.0,0
2048,1,1.0996551513671875,8,0,0.0,0,0,0.0,0
16,1,0.09406161308288574,8,1,0.026341676712036133,200,1,0.03789043426513672,200
32,1,0.12053442001342773,8,1,0.03898978233337402,500,1,0.06888127326965332,600
64,1,0.14391016960144043,8,1,0.10125446319580078,2000,1,0.20420265197753906,2400
128,1,0.17263364791870117,8,1,0.3387601375579834,7700,1,0.733900785446167,9500
256,1,0.20628118515014648,8,1,3.415858030319214,30800,1,6.839078187942505,38000
512,1,0.2567727565765381,8,1,47.949559926986694,123100,1,98.0509660243988,151900
1024,1,0.4557790756225586,8,0,0.0,0,0,0.0,0
2048,1,1.080482006072998,8,0,0.0,0,0,0.0,0
16,1,0.08341312408447266,8,1,0.025925636291503906,200,1,0.0381467342376709,200
32,1,0.10579085350036621,8,1,0.03888130187988281,500,1,0.06995534896850586,600
64,1,0.14653754234313965,8,1,0.10071134567260742,2000,1,0.20372962951660156,2400
128,1,0.16983675956726074,8,1,0.34531450271606445,7700,1,0.7533144950866699,9500
256,1,0.2014179229736328,8,1,3.4239110946655273,30800,1,6.837428569793701,38000
512,1,0.25844502449035645,8,1,47.923126220703125,123100,1,97.92083764076233,151900
1024,1,0.44541454315185547,8,0,0.0,0,0,0.0,0
2048,1,1.1000826358795166,8,0,0.0,0,0,0.0,0
16,1,0.0930018424987793,8,1,0.02612447738647461,200,1,0.037645578384399414,200
32,1,0.11800527572631836,8,1,0.038933753967285156,500,1,0.06875848770141602,600
64,1,0.14745640754699707,8,1,0.10169315338134766,2000,1,0.20303630828857422,2400
128,1,0.16777968406677246,8,1,0.3371560573577881,7700,1,0.730525016784668,9500
256,1,0.1960618495941162,8,1,3.418541431427002,30800,1,6.8413543701171875,38000
512,1,0.262462854385376,8,1,47.929649353027344,123100,1,97.91639256477356,151900
1024,1,0.4630751609802246,8,0,0.0,0,0,0.0,0
2048,1,1.099738597869873,8,0,0.0,0,0,0.0,0
16,1,0.09347009658813477,8,1,0.025978565216064453,200,1,0.0373530387878418,200
32,1,0.11990928649902344,8,1,0.038675546646118164,500,1,0.06905412673950195,600
64,1,0.14118432998657227,8,1,0.10152173042297363,2000,1,0.20376229286193848,2400
128,1,0.17058181762695312,8,1,0.3377971649169922,7700,1,0.7328212261199951,9500
256,1,0.1835191249847412,8,1,3.4369754791259766,30800,1,6.836210489273071,38000
512,1,0.23892450332641602,8,1,47.94162440299988,123100,1,97.93553495407104,151900
1024,1,0.4609200954437256,8,0,0.0,0,0,0.0,0
2048,1,1.0895473957061768,8,0,0.0,0,0,0.0,0
